

03 33.17
03 32.94
03 32.94
03 32.53
03 32.53
03 32.54
03 32.54
03 32.47
03 32.47
04 32.13
04 32.13
04 31.99
04 31.99
04 31.66
04 31.66
04 31.59
04 31.59
04 31.66
04 31.66
04 32.13
04 32.13
04 32.27
04 32.27
04 32.40
04 32.40
04 32.80
04 32.80
04 32.94
04 32.94
04 32.70
04 32.70
05 32.60
05 32.60
05 32.74
05 32.74
05 32.67
05 32.67
05 32.94
05 32.94
05 32.54
05 32.54
05 31.86
05 31.86
05 32.13
05 32.13
05 32.94
05 32.94
05 32.81
05 32.81
05 32.33
05 32.33
05 32.47
05 32.47
06 32.40
06 32.40
06 32.6
06 32.6
06 31.89
06 31.89
06 31.93
06 31.93
06 32.33
06 32.33
06 32.30
06 32.30
06 32.33
06 32.33
06 32.23
06 32.23
06 32.13
06 32.13
06 31.99
06 31.99
06 31.96
06 31.96
06 31.79
06 31.79
07 31.72
07 31.72
07 31.72
07 31.72
07 31.86
07 31.86
07 31.99
07 31.99
07 32.13
07 32.13
07 32.6
07 32.6
07 31.93
07 31.93
07 32.6
07 32.6
07 32.33
07 32.33
07 32.57
07 32.57
07 32.33
07 32.33
08 32.20
08 32.20
08 32.13
08 32.13
08 31.79
08 31.79
08 31.52
08 31.52
08 31.89
08 31.89
08 31.99
08 31.99
08 31.66
08 31.66
08 31.55
08 31.55
08 31.83
08 31.83
08 31.86
08 31.86
08 31.79
08 31.79
09 31.79
09 31.79
09 31.66
09 31.66
09 31.45
09 31.45
09 31.49
09 31.49
09 31.62
09 31.62
09 31.76
09 31.76
09 31.49
09 31.49
09 31.66
09 31.66
09 32.3
09 32.3
09 31.89
09 31.89
09 32.26
09 32.26
09 32.47
09 32.47
10 32.33
10 32.33
10 32.47
10 32.47
10 32.84
10 32.84
10 33.1
10 33.1
10 33.14
10 33.14
10 32.74
10 32.74
10 32.40
10 32.40
10 32.20
10 32.20
10 31.86
10 31.86
10 31.89
10 31.89
10 31.92
10 31.92
11 32.20
11 32.20
11 32.40
11 32.40
11 32.47
11 32.47
11 32.13
11 32.13
11 31.76
11 31.76
11 31.79
11 31.79
11 31.93
11 31.93
11 32.33
11 32.33
11 32.50
11 32.50
11 32.53
11 32.53
11 32.77
11 32.77
12 32.40
12 32.40
12 32.94
12 32.94
12 33.95
12 33.95
12 33.88
12 33.88
12 33.34
12 33.34
12 33.51
12 33.51
12 33.61
12 33.61
12 32.74
12 32.74
12 32.6
12 32.6
12 32.3
12 32.3
12 32.20
12 32.20
13 32.47
13 32.47
13 32.80
13 32.80
13 32.87
13 32.87
13 32.47
13 32.47
13 32.40
13 32.40
13 32.67
13 32.67
13 32.60
13 32.60
13 32.20
13 32.20
13 31.86
13 31.86
13 32.6
13 32.6
13 32.43
13 32.43
13 32.63
13 32.63
14 32.53
14 32.53
14 33.1
14 33.1
14 33.11
14 33.11
14 33.24
14 33.24
14 33.34
14 33.34
14 32.87
14 32.87
14 32.67
14 32.67
14 32.74
14 32.74
14 32.94
14 32.94
14 33.61
14 33.61
14 33.75
14 33.75
15 33.21
15 33.21
15 32.40
15 32.40
15 31.99
15 31.99
15 32.16
15 32.16
15 32.43
15 32.43
15 32.47
15 32.47
15 32.0
15 32.0
15 32.23
15 32.23
15 32.60
15 32.60
15 32.74
15 32.74
15 32.74
15 32.74
16 32.67
16 32.67
16 32.64
16 32.64
16 32.60
16 32.60
16 32.60
16 32.60
16 32.67
16 32.67
16 33.1
16 33.1
16 33.14
16 33.14
16 33.61
16 33.61
16 33.14
16 33.14
16 33.7
16 33.7
16 32.67
16 32.67
16 32.60
16 32.60
17 32.94
17 32.94
17 32.47
17 32.47
17 31.89
17 31.89
17 31.62
17 31.62
17 31.45
17 31.45
17 31.66
17 31.66
17 31.89
17 31.89
17 31.93
17 31.93
17 31.76
17 31.76
17 31.86
17 31.86
17 31.72
17 31.72
18 31.99
18 31.99
18 33.4
18 33.4
18 33.34
18 33.34
18 32.77
18 32.77
18 32.40
18 32.40
18 32.13
18 32.13
18 32.13
18 32.13
18 32.23
18 32.23
18 31.72
18 31.72
18 31.52
18 31.52
18 31.79
18 31.79
19 32.3
19 32.3
19 32.33
19 32.33
19 32.64
19 32.64
19 32.80
19 32.80
19 32.70
19 32.70
19 32.57
19 32.57
19 32.27
19 32.27
19 32.13
19 32.13
19 32.33
19 32.33
19 32.43
19 32.43
19 31.99
19 31.99
19 31.86
19 31.86
20 32.10
20 32.10
20 32.6
20 32.6
20 31.72
20 31.72
20 31.86
20 31.86
20 32.20
20 32.20
